,country,year,cic,country_code,gdp,cd,log_cd,log_cic,interest_rates_imf,country_code.y,tax_gdp,uncertainty,eci,eci_2
322,Togo,2011,2.2293E+11,TGO,1.82E+12,0.122489121,-2.099733062,26.13012455,3.25,TGO,15.97026891,0.169592125,-0.837184,-1.30099
323,Turkey,2011,55103173600,TUR,1.39E+12,0.039642571,-3.227851715,24.73247315,5,TUR,18.74408606,0.32091675,0.42938,0.633761
324,United Kingdom,2011,4.88E+10,GBR,1.64E+12,0.029732317,-3.515520708,24.61019665,0.5,GBR,25.8601462,0.3346818,1.54878,1.23085
325,United States,2011,1.03E+12,USA,1.55E+13,0.066743226,-2.706902473,27.66495867,0.125,USA,9.573699439,0.181616675,1.49138,1.19832
326,Uruguay,2011,45188736725,URY,9.26E+11,0.048799932,-3.020026366,24.53411371,8.75,URY,19.1018313,0.11859115,0.081756,0.183979
327,Albania,2012,2.01E+11,ALB,1.33E+12,0.151052632,-1.890126949,26.02607311,4,ALB,17.48323356,0.0926134,-0.472586,-0.333637
328,Angola,2012,3.35505E+11,AGO,1.22E+13,0.027500398,-3.593554816,26.53890225,10.25,AGO,14.82271932,0.0561138,-2.79136,-0.958884
329,Argentina,2012,2.37E+11,ARG,2.64E+12,0.089776515,-2.410431862,26.19136817,9.5,ARG,12.95284151,0.323742725,-0.148047,0.137046
330,Australia,2012,5.90E+10,AUS,1.50E+12,0.039321333,-3.235988074,24.80049815,3,AUS,21.19859309,0.132407025,-0.528256,0.105864
331,Azerbaijan,2012,9777521735,AZE,54743700000,0.178605424,-1.722576243,23.00335189,5,AZE,12.77863937,0,-1.50891,-0.444994
332,Bangladesh,2012,7.17E+11,BGD,1.06E+13,0.06767283,-2.693070506,27.29880461,5,BGD,9.02456269,0.0847806,-0.943499,-0.578572
333,Belarus,2012,1613662810,BLR,54761670000,0.029467012,-3.524483864,21.20177247,30,BLR,14.66297503,0.041243925,0.82272,0.798146
334,Brazil,2012,1.87E+11,BRA,4.81E+12,0.038967775,-3.245020244,25.95669796,7.25,BRA,13.65145753,0.2037661,0.161553,0.532894
335,Bulgaria,2012,9549920000,BGR,82040400000,0.116405088,-2.150679031,22.97979861,0.03,BGR,18.97682483,0.164133975,0.497365,0.473341
336,Canada,2012,63700027000,CAN,1.82E+12,0.035000015,-3.352406794,24.87745082,1,CAN,11.69256444,0.2497415,0.534847,0.834961
337,Chile,2012,6.19512E+12,CHL,1.30E+14,0.047654755,-3.043772858,29.45478271,5,CHL,18.99486687,0.06965145,-0.333627,-0.090636
338,Colombia,2012,4.38647E+13,COL,6.66E+14,0.06586286,-2.720180577,31.41213021,4.25,COL,13.23937265,0.16899305,0.049744,0.321098
339,Costa Rica,2012,8.44774E+11,CRI,2.34E+13,0.036101452,-3.321422206,27.46233493,5,CRI,13.31919766,0.184895075,0.247592,0.16517
340,Cote d'Ivoire,2012,1.73167E+12,CIV,1.37E+13,0.126399058,-2.068311247,28.1801057,3,CIV,14.39046854,0.119307325,-1.0558,-1.275
341,Dominican Republic,2012,86506746350,DOM,2.39E+12,0.036195291,-3.318826242,25.18348824,5,DOM,13.02648297,0.0870123,-0.256286,-0.229273
342,Georgia,2012,1918058888,GEO,26167300000,0.073299839,-2.613196861,21.37457952,5.25,GEO,24.11826975,0.067862975,-0.168891,0.019277
343,Guatemala,2012,26552115974,GTM,3.95E+11,0.067220547,-2.699776323,24.00237528,5,GTM,10.8359592,0.05247545,-0.293485,-0.170087
344,Honduras,2012,22149036898,HND,3.61E+11,0.061354673,-2.791083944,23.82105985,7,HND,14.74747232,0.0898758,-0.398168,-0.363502
345,India,2012,1.19E+13,IND,9.94E+13,0.119816398,-2.121794721,30.10837851,8,IND,10.83677172,0.109609975,0.144541,0.731385
346,Israel,2012,54772653738,ISR,9.93E+11,0.055158765,-2.897539614,24.72645689,2,ISR,22.11041791,0.14364265,1.27127,0.972854
347,Jamaica,2012,64684140000,JAM,1.31E+12,0.049377206,-3.008266376,24.89278188,6.25,JAM,24.33289303,0.318547225,-0.349499,-0.755872
348,Kazakhstan,2012,1.73665E+12,KAZ,3.10E+13,0.056020829,-2.882031705,28.18297662,5.5,KAZ,13.31209815,0.069112975,-0.787489,-0.401415
349,Malaysia,2012,67124279341,MYS,9.71E+11,0.069129021,-2.671780652,24.92981165,3,MYS,15.61314674,0.1648595,0.91952,0.942308
350,Mexico,2012,8.45396E+11,MEX,1.58E+13,0.053506051,-2.927960526,27.46307053,4.5,MEX,9.773015605,0.2817539,0.954246,1.07083
351,Moldova,2012,14554213757,MDA,1.05E+11,0.13861156,-1.976079793,23.40114639,4.5,MDA,15.59534633,0.100331775,0.115221,0.135964
352,Mongolia,2012,8.28393E+11,MNG,1.67E+13,0.049604368,-3.003676391,27.44275344,13.25,MNG,15.31214218,0.350790125,-1.35158,-2.30075
353,New Zealand,2012,5051868000,NZL,2.17E+11,0.023280498,-3.760139278,22.34302391,2.5,NZL,26.82136875,0.1499245,0.166665,0.142503
354,Paraguay,2012,8.60619E+12,PRY,1.47E+14,0.058545513,-2.837950823,29.78350288,5.5,PRY,9.454565134,0.184521075,-0.645452,-0.264723
355,Peru,2012,37823821286,PER,5.08E+11,0.074456341,-2.597542351,24.35620493,4.25,PER,16.5466871,0.276456525,-0.742204,-0.392031
356,Singapore,2012,2.91E+10,SGP,3.69E+11,0.078897019,-2.539611834,24.09445065,0.18,SGP,13.58066874,0.063908625,1.70347,1.31428
357,South Africa,2012,1.12169E+11,ZAF,3.25E+12,0.034513543,-3.366403473,25.44327264,5,ZAF,25.58813186,0.72272995,-0.023795,0.348635
358,Sweden,2012,9.64E+10,SWE,3.69E+12,0.026135772,-3.644450315,25.29219726,1.139,SWE,26.04981307,0.306910625,1.75179,1.20199
359,Switzerland,2012,54831600000,CHE,6.26E+11,0.087590415,-2.435083701,24.72753251,0.25,CHE,9.520371529,0.13808505,2.01041,1.40338
360,Thailand,2012,1.35093E+12,THA,1.24E+13,0.108946119,-2.216901844,27.93181574,2.75,THA,15.44094067,0.120290125,0.964292,1.01202
361,Togo,2012,1.95063E+11,TGO,1.98E+12,0.098516414,-2.317532104,25.99658586,3,TGO,15.87966385,0.188881675,-0.778208,-0.987933
362,Turkey,2012,60525482100,TUR,1.57E+12,0.038551262,-3.25576643,24.82633031,5,TUR,18.39275841,0.47478435,0.450234,0.636138
363,United Kingdom,2012,5.13E+10,GBR,1.69E+12,0.030382249,-3.493896771,24.66185287,0.5,GBR,25.11866914,0.4049434,1.49378,1.19991
364,United States,2012,1.12E+12,USA,1.62E+13,0.069418395,-2.667603388,27.74842897,0.125,USA,9.79687152,0.381228075,1.45359,1.1813
365,Uruguay,2012,52876503252,URY,1.04E+12,0.050842792,-2.979016925,24.6912249,9,URY,18.82188561,0.16912125,-0.003597,0.091601
366,Albania,2013,2.08E+11,ALB,1.35E+12,0.153918519,-1.871331917,26.05979379,3,ALB,16.50327061,0.1840081,-0.684933,-0.464871
367,Argentina,2013,2.89E+11,ARG,3.35E+12,0.086330746,-2.449569472,26.39041199,9.5,ARG,12.45290276,0.3264396,-0.496513,-0.099565
368,Australia,2013,6.30E+10,AUS,1.54E+12,0.040920779,-3.196117296,24.86668624,2.5,AUS,22.02482967,0.034845475,-0.816851,-0.077673
369,Azerbaijan,2013,11033734472,AZE,5.82E+10,0.189641719,-1.662618679,23.12422319,4.75,AZE,13.38833316,0.0929626,-1.44358,-0.519568
370,Bangladesh,2013,8.19E+11,BGD,1.20E+13,0.068252667,-2.684538774,27.43138899,5,BGD,8.962413316,0.1622907,-1.17559,-0.780446
371,Belarus,2013,1789286070,BLR,67068850000,0.026678347,-3.623903007,21.30508253,23.5,BLR,13.35496285,0.04541765,0.689295,0.719835
372,Brazil,2013,2.04E+11,BRA,5.33E+12,0.038283677,-3.262731654,26.0416407,10,BRA,13.44169278,0.42892435,0.032264,0.374105
373,Bulgaria,2013,10253720000,BGR,81866100000,0.12524989,-2.077444419,23.0509064,0.02,BGR,19.89304364,0.619247875,0.278113,0.309899
374,Canada,2013,66615938000,CAN,1.90E+12,0.03506102,-3.350665307,24.9222097,1,CAN,11.65239901,0.087607525,0.421886,0.740106
375,Chile,2013,6.91761E+12,CHL,1.38E+14,0.05012759,-2.993183728,29.56509107,4.5,CHL,17.3869727,0.258577725,-0.499261,-0.142225
376,Colombia,2013,4.90955E+13,COL,7.14E+14,0.068761176,-2.677115989,31.52478809,3.25,COL,14.03127662,0.20906695,-0.234596,0.132434
377,Costa Rica,2013,9.21451E+11,CRI,2.49E+13,0.037006057,-3.296673683,27.54921524,3.75,CRI,13.74171499,0.1947897,0.158575,-0.129241
378,Cote d'Ivoire,2013,1.93536E+12,CIV,1.54E+13,0.125672909,-2.074072707,28.29131592,2.5,CIV,14.54269745,0.170429075,-1.05279,-1.52292
379,Dominican Republic,2013,93747168517,DOM,2.62E+12,0.035781362,-3.330328135,25.2638673,6.25,DOM,13.50353563,0.1224332,-0.406432,-0.545814
380,Georgia,2013,2351552551,GEO,26847300000,0.087589909,-2.435089487,21.57834161,3.75,GEO,23.4202322,0.60319495,-0.419841,-0.336523
381,Guatemala,2013,27130286163,GTM,4.23E+11,0.064137792,-2.746721505,24.02391651,5,GTM,10.92610255,0.169671,-0.505798,-0.359199
382,Honduras,2013,23600423783,HND,3.77E+11,0.062600594,-2.770980519,23.88453051,7,HND,15.06324191,0.272947925,-0.429599,-0.678675
383,India,2013,1.30E+13,IND,1.12E+14,0.116167321,-2.152723701,30.19679629,7.5,IND,11.00162569,0.1232374,-0.134587,0.718199
384,Israel,2013,57535519611,ISR,1.06E+12,0.054278792,-2.913621698,24.77566833,1,ISR,22.91812881,0.212571425,1.22703,0.903089
385,Jamaica,2013,69801724000,JAM,1.43E+12,0.048812394,-3.019771015,24.96892455,6.25,JAM,24.01202523,0.249180325,-0.64931,-1.24971
386,Kazakhstan,2013,1.76291E+12,KAZ,3.60E+13,0.048969635,-3.016554861,28.19798519,5.5,KAZ,16.03017776,0.039582025,-0.961147,-0.363322
387,Malaysia,2013,73030832547,MYS,1.02E+12,0.071598855,-2.636676191,25.01414755,3,MYS,15.31023528,0.22439895,0.810485,0.84428
388,Mexico,2013,9.17875E+11,MEX,1.63E+13,0.05631136,-2.876858981,27.54532724,3.5,MEX,10.29457862,0.2250533,0.846744,1.02535
389,Moldova,2013,19040704508,MDA,1.20E+11,0.158672538,-1.840912713,23.66984487,3.5,MDA,15.46963596,0.08497805,-0.019913,-0.022223
390,Mongolia,2013,8.41077E+11,MNG,1.92E+13,0.043806068,-3.127982925,27.45794847,10.5,MNG,15.73120804,0.25195265,-1.67769,-3.21446
391,New Zealand,2013,5462970000,NZL,2.33E+11,0.023446223,-3.753045856,22.42125843,2.5,NZL,26.6464712,0.08928675,-0.096978,-0.018693
392,Paraguay,2013,9.74395E+12,PRY,1.67E+14,0.058347004,-2.841347266,29.90766766,6,PRY,8.97252021,0.300186875,-0.982503,-0.575557
393,Peru,2013,42530187778,PER,5.44E+11,0.078180492,-2.548735122,24.47347996,4,PER,16.43300669,0.379358875,-1.01445,-0.563988
394,Philippines,2013,7.97452E+11,PHL,1.15E+13,0.069343647,-2.668680748,27.4046874,3.5,PHL,13.3095109,0.019252975,0.341858,0.664346
395,Singapore,2013,3.17E+10,SGP,3.85E+11,0.082218182,-2.498378811,24.17813036,0.63749,SGP,13.27125008,0.043799175,1.71717,1.31983
396,South Africa,2013,1.19057E+11,ZAF,3.54E+12,0.033631845,-3.392281891,25.50286595,5,ZAF,26.04390961,0.5499399,-0.192079,0.249101
397,Sweden,2013,8.57E+10,SWE,3.77E+12,0.022732095,-3.783977455,25.17411866,1,SWE,26.21171142,0.23604635,1.75214,1.17765
398,Switzerland,2013,59735100000,CHE,6.38E+11,0.093628683,-2.368418496,24.81318562,0.25,CHE,9.602815894,0.200722325,2.05181,1.40621
399,Thailand,2013,1.42528E+12,THA,1.29E+13,0.110487015,-2.202857274,27.98539115,2.25,THA,17.01195985,0.12872635,0.87724,0.964175
400,Togo,2013,1.95479E+11,TGO,2.13E+12,0.091774085,-2.388425325,25.99871777,2.5,TGO,16.86006417,0.4032059,-0.671987,-1.14251
401,Turkey,2013,74814590000,TUR,1.81E+12,0.041334028,-3.186069205,25.03827876,3.5,TUR,18.53188787,0.231531175,0.287393,0.583639
402,United Kingdom,2013,5.42E+10,GBR,1.76E+12,0.030821023,-3.479558266,24.71677666,0.5,GBR,25.11299591,0.3034571,1.45544,1.20145
403,United States,2013,1.20E+12,USA,1.68E+13,0.071142917,-2.643064514,27.80933549,0.125,USA,10.51960599,0.222607475,1.43702,1.18747
404,Albania,2014,2.26E+11,ALB,1.40E+12,0.161735714,-1.821791669,26.14570168,2.25,ALB,18.30193614,0.239363375,-0.542079,-0.409027
405,Argentina,2014,3.59E+11,ARG,4.58E+12,0.078330131,-2.546822935,26.60589718,26.86,ARG,12.61096661,0.296355175,-0.502072,-0.130401
406,Australia,2014,6.69E+10,AUS,1.60E+12,0.04178375,-3.175247771,24.92577697,2.5,AUS,21.98970304,0.1185409,-0.846322,-0.09589
407,Azerbaijan,2014,10846211444,AZE,59014100000,0.18379017,-1.693960555,23.10708168,3.5,AZE,14.21253565,0,-1.7818,-0.733234
408,Belarus,2014,2044685830,BLR,80579270000,0.025374837,-3.673997271,21.43850999,20,BLR,12.69772453,0.0282199,0.731427,0.709316
409,Brazil,2014,2.21E+11,BRA,5.78E+12,0.038210035,-3.264657112,26.12076769,11.75,BRA,12.76168468,0.253388075,-0.151225,0.351105
410,Bulgaria,2014,11586940000,BGR,8.38E+10,0.138341611,-1.978029208,23.17314444,0.02,BGR,19.5253152,0.390314175,0.290812,0.391629
411,Canada,2014,70023537000,CAN,1.99E+12,0.035187707,-3.347058489,24.97209727,1,CAN,11.83636656,0.0301988,0.411362,0.695561
412,Chile,2014,7.57808E+12,CHL,1.49E+14,0.05085957,-2.978686982,29.65628044,3,CHL,16.9701562,0.126432975,-0.532363,-0.126211
413,Colombia,2014,5.63938E+13,COL,7.63E+14,0.073910609,-2.604898907,31.66338024,4.5,COL,15.69974837,0.21571595,-0.194463,0.174145
414,Costa Rica,2014,9.88497E+11,CRI,2.72E+13,0.036341798,-3.314786728,27.61945136,5.25,CRI,13.41665899,0.13137475,0.093993,-0.088551
415,Cote d'Ivoire,2014,2.08821E+12,CIV,1.75E+13,0.119326377,-2.125892875,28.36732912,2.5,CIV,13.97364016,0.364042425,-1.17654,-1.39779
416,Dominican Republic,2014,1.04707E+11,DOM,2.88E+12,0.036356712,-3.314376449,25.37443496,6.25,DOM,13.61038485,0.107607775,-0.40546,-0.49685
417,Georgia,2014,2462108454,GEO,29150500000,0.084461963,-2.471453987,21.62428391,4,GEO,23.48844788,0.3351553,-0.457954,-0.392979
418,Ghana,2014,7742207750,GHA,1.55E+11,0.049949727,-2.996738231,22.76995272,21,GHA,10.94021522,0.260787125,-1.47184,-1.22961
419,Guatemala,2014,29164400126,GTM,4.54E+11,0.064238767,-2.745148406,24.09621463,4,GTM,10.81807024,0.2170457,-0.412311,-0.342852
420,Honduras,2014,26394842374,HND,4.15E+11,0.06360203,-2.755109894,23.99643446,7,HND,16.54263824,0.25370125,-0.370913,-0.498779
421,India,2014,1.45E+13,IND,1.25E+14,0.11586496,-2.155329904,30.30400495,8,IND,9.984654191,0.177005125,-0.014696,0.851584
422,Israel,2014,63194130553,ISR,1.11E+12,0.056931649,-2.865903868,24.86947726,0.25,ISR,23.17181773,0.2174539,1.14081,0.85479
423,Jamaica,2014,74937086000,JAM,1.54E+12,0.048660445,-3.022888787,25.03991475,5.75,JAM,24.05563302,0.069815025,-0.787602,-1.38448
424,Jordan,2014,4177854000,JOR,2.56E+10,0.163210173,-1.812716506,22.15306355,2.75,JOR,15.77154465,0.024392625,-0.010019,-0.361365
425,Kazakhstan,2014,1.38218E+12,KAZ,3.97E+13,0.034815695,-3.357686976,27.95468533,5.5,KAZ,14.19343274,0.21883505,-1.00924,-0.250016
426,Kenya,2014,2.2193E+11,KEN,5.40E+12,0.041098058,-3.1917944,26.12562567,8.5,KEN,16.87697939,0.270560925,-0.51908,-0.934165
427,Malaysia,2014,77734604008,MYS,1.11E+12,0.070031175,-2.658814782,25.07656635,3.25,MYS,14.84079071,0.043889675,0.828817,0.907908
428,Mexico,2014,1.06E+12,MEX,1.75E+13,0.060736686,-2.801207386,27.69201461,3,MEX,10.63196811,0.1322813,0.953003,1.0197
429,Moldova,2014,19216996641,MDA,1.33E+11,0.144488697,-1.934553999,23.67906097,6.5,MDA,16.63749486,0.21680175,-0.103664,0.029586
430,Mongolia,2014,8.09617E+11,MNG,2.22E+13,0.036469236,-3.311286228,27.41982718,12,MNG,12.90163424,0.0890833,-1.55696,-2.93534
431,New Zealand,2014,5743859000,NZL,2.42E+11,0.023734955,-3.740806442,22.47139712,3.5,NZL,26.82236744,0.0925432,-0.119421,-0.016548
432,Paraguay,2014,1.06152E+13,PRY,1.80E+14,0.058973223,-2.83067178,29.99330619,6.75,PRY,9.769710003,0.090795725,-1.10231,-0.549455
433,Peru,2014,47543004057,PER,5.71E+11,0.083262704,-2.48575456,24.58490049,3.5,PER,16.70375816,0.1242657,-0.956349,-0.562083
434,Philippines,2014,9.29502E+11,PHL,1.26E+13,0.073769997,-2.606803178,27.55791475,4,PHL,13.60544233,0.062833975,0.477815,0.65094
435,Singapore,2014,3.44E+10,SGP,3.99E+11,0.086263158,-2.450352679,24.26187457,0.68416,SGP,13.55655713,0,1.71171,1.26867
436,South Africa,2014,1.31333E+11,ZAF,3.81E+12,0.03447073,-3.367644715,25.60100559,5.75,ZAF,26.54119201,0.494686575,-0.204966,0.248038
437,Sweden,2014,8.32E+10,SWE,3.94E+12,0.021122843,-3.857400235,25.1448016,1,SWE,26.27641988,0.419254675,1.6459,1.114
438,Switzerland,2014,6.27E+10,CHE,6.50E+11,0.096456923,-2.338658763,24.86157944,0.25,CHE,9.401768206,0.32018265,1.99456,1.36414
439,Thailand,2014,1.50368E+12,THA,1.32E+13,0.113915067,-2.172302134,28.03893581,2,THA,15.80834265,0.296913125,0.955651,0.961017
440,Togo,2014,1.81751E+11,TGO,2.26E+12,0.080420929,-2.520480823,25.92590511,2.5,TGO,18.39938624,0.215739825,-0.462205,-1.26051
441,Turkey,2014,85118221700,TUR,2.04E+12,0.041724618,-3.176663953,25.16730697,7.5,TUR,18.0698217,0.392007375,0.378481,0.659361
442,United Kingdom,2014,5.62E+10,GBR,1.84E+12,0.030559783,-3.488070428,24.75271626,0.5,GBR,24.83523514,0.238020825,1.40296,1.15168
443,United States,2014,1.29E+12,USA,1.75E+13,0.073956971,-2.604271822,27.88895017,0.125,USA,10.95153383,0.147042175,1.30167,1.13702
444,Albania,2015,2.39E+11,ALB,1.43E+12,0.167286713,-1.788046093,26.20064947,1.75,ALB,18.51578986,0.2394774,-0.896511,-0.360143
445,Argentina,2015,4.79E+11,ARG,5.95E+12,0.080466723,-2.519911563,26.89450077,33.0009,ARG,12.33650694,0.36072255,0.462111,-0.188967
446,Australia,2015,7.19E+10,AUS,1.62E+12,0.044397531,-3.114571422,24.99887584,2,AUS,22.002263,0.1742644,0.0971997,-0.11783
447,Azerbaijan,2015,5417048969,AZE,54380100000,0.099614546,-2.306447082,22.41281703,3,AZE,15.60313423,0.23723205,-0.674689,-0.768319
448,Belarus,2015,2114630700,BLR,89909810000,0.023519466,-3.749926869,21.47214602,25,BLR,14.17309447,0.057530775,0.836874,0.653686
449,Brazil,2015,2.25E+11,BRA,6.00E+12,0.037580833,-3.28126111,26.14151947,14.25,BRA,12.82486326,0.42977295,0.696066,0.361846
450,Bulgaria,2015,1.27E+10,BGR,88575200000,0.143663238,-1.940283346,23.2668344,0.01,BGR,20.20137126,0.359879525,0.358694,0.416352
451,Canada,2015,75496908000,CAN,1.99E+12,0.037938145,-3.271798216,25.04735754,0.5,CAN,12.41860444,0.19253435,1.12953,0.682508
452,Chile,2015,8.41769E+12,CHL,1.60E+14,0.052610585,-2.944837939,29.76135699,3.35,CHL,17.44376183,0.337096425,0.0316813,-0.111206
453,Colombia,2015,6.67395E+13,COL,8.05E+14,0.082906197,-2.490045469,31.83181792,5.75,COL,15.79726266,0.21958045,0.0953318,0.194997
454,Costa Rica,2015,1.05069E+12,CRI,2.93E+13,0.035859584,-3.328144403,27.68046423,2.25,CRI,13.65709299,0.18480245,0.135131,-0.036409
455,Cote d'Ivoire,2015,2.36015E+12,CIV,1.96E+13,0.1204156,-2.116806186,28.4897445,2.5,CIV,15.44802829,0.240220825,-0.965066,-1.32897
456,Dominican Republic,2015,1.11539E+11,DOM,3.10E+12,0.035980357,-3.324782137,25.43764109,5,DOM,13.24999603,0.12373815,-0.422355,-0.520992
457,Georgia,2015,2503731810,GEO,31755600000,0.078843788,-2.540286745,21.64104818,8,GEO,23.77407449,0.431684875,-0.13572,-0.339992
458,Ghana,2015,9536521368,GHA,1.80E+11,0.052980674,-2.937828068,22.97839462,26,GHA,18.26215239,0.152144625,-1.04762,-1.10084
459,Guatemala,2015,33308095060,GTM,4.88E+11,0.068254293,-2.684514944,24.2290663,3,GTM,10.21308967,0.26682475,-0.555447,-0.342653
460,Honduras,2015,29452370698,HND,4.60E+11,0.064026893,-2.748452084,24.10604024,6.25,HND,17.34447206,0.1768158,-0.844833,-0.494988
461,India,2015,1.66E+13,IND,1.38E+14,0.120540797,-2.115767018,30.44250778,6.75,IND,10.56970905,0.211966625,0.254162,0.847024
462,Israel,2015,73486866201,ISR,1.17E+12,0.062809287,-2.767652329,25.02037254,9.00E-02,ISR,23.28071506,0.1173937,1.23759,0.869468
463,Jamaica,2015,84294723000,JAM,1.66E+12,0.050779954,-2.980253616,25.1575851,5.25,JAM,24.81937684,0.061283575,-0.285952,-1.4375
464,Jordan,2015,4336768000,JOR,2.69E+10,0.161098366,-1.825740135,22.19039521,1.5,JOR,15.21582467,0.174687425,-0.0543591,-0.40191
465,Kazakhstan,2015,1.49493E+12,KAZ,4.09E+13,0.036550848,-3.309050889,28.03310029,16,KAZ,9.835711552,0.4850412,0.0243757,-0.310973
466,Kenya,2015,2.40931E+11,KEN,6.28E+12,0.038364794,-3.26061506,26.20777604,11.5,KEN,16.25663539,0.3555673,-0.690631,-0.868874
467,Malaysia,2015,88157303993,MYS,1.16E+12,0.075997676,-2.57705252,25.2023886,3.25,MYS,14.28046125,0.20170395,0.938148,0.928129
468,Mexico,2015,1.23933E+12,MEX,1.86E+13,0.066630486,-2.708593058,27.84558964,3.25,MEX,12.79662196,0.182527625,1.15387,1.03857
469,Moldova,2015,17044068334,MDA,1.46E+11,0.116740194,-2.147804377,23.55906808,19.5,MDA,16.40123682,0.19443565,-0.388113,-0.044257
470,Mongolia,2015,7.06605E+11,MNG,2.32E+13,0.030457107,-3.491435918,27.28373748,13,MNG,11.76281408,0.0245074,-0.851358,-2.7369
471,New Zealand,2015,6113029000,NZL,2.54E+11,0.024067043,-3.726911872,22.53368823,2.5,NZL,27.46937792,0.13983335,0.59338,-0.056598
472,Paraguay,2015,1.092E+13,PRY,1.88E+14,0.058085274,-2.845843113,30.02161997,5.75,PRY,9.749454783,0.228528375,-0.63956,-0.602473
473,Peru,2015,48890028424,PER,6.04E+11,0.080943756,-2.51400074,24.61283929,3.75,PER,14.92330459,0.20950845,-0.645699,-0.556697
474,Philippines,2015,1.00519E+12,PHL,1.33E+13,0.075578567,-2.582582547,27.6362026,4,PHL,13.62760378,0.149592875,0.111666,0.653927
475,Senegal,2015,9.13567E+11,SEN,1.05E+13,0.08700634,-2.441774287,27.54062209,2.5,SEN,15.77426099,0.130875775,-0.498182,-1.30014
476,Singapore,2015,3.84E+10,SGP,4.23E+11,0.090855792,-2.398481733,24.37215628,1.23416,SGP,13.13977453,0.10712785,1.746,1.24691
477,South Africa,2015,1.37991E+11,ZAF,4.05E+12,0.034071831,-3.379284314,25.65045368,6.25,ZAF,27.3427766,0.731975,0.303549,0.261409
478,Switzerland,2015,67411500000,CHE,6.54E+11,0.103075688,-2.272291725,24.93408146,-0.25,CHE,9.8416036,0.570924975,2.15805,1.36086
479,Thailand,2015,1.53985E+12,THA,1.37E+13,0.112397673,-2.185712042,28.06270491,1.5,THA,16.12835781,0.30135815,0.590169,0.992656
480,Turkey,2015,1.03043E+11,TUR,2.34E+12,0.044035315,-3.122763364,25.35840868,7.25,TUR,18.23818729,0.72211465,0.133999,0.652583
481,United Kingdom,2015,5.97E+10,GBR,1.90E+12,0.031405789,-3.460763025,24.81211198,0.5,GBR,25.09121291,0.477109675,1.6425,1.14639
482,United States,2015,1.38E+12,USA,1.82E+13,0.075865879,-2.578788246,27.95365446,0.375,USA,11.2046032,0.268378,1.8166,1.12487